"","K1","K2","K5","K10","K20"
"1",0.501191914,0.498102313,0.498026037,0.494330007,0.208390014
"2",-0.29440971,-0.136605414,-0.117107663,-0.10542422,-0.09528775
"3",0.0718340799449676,0.0214419073205091,0.0164012839925398,0.0118909985766683,0.0059865626302217
"4",-0.160546125086793,-0.133523830256167,-0.0725835780758796,-0.0594533792214053,-0.0487857930738703
"5",0.209080263805637,0.20535690822684,0.20240434043335,0.201166119422068,0.138417338965806
"6",-0.144653224157073,-0.0960867562837277,-0.0423692953917496,-0.0321953437156913,-0.0269371870502259
"7",0.251751465377482,0.246296515957984,0.239917190450188,0.202366742887792,0.0228188235362241
"8",-0.0508233462311812,-0.0422114021414194,-0.0366266610275826,-0.0352823681663621,-0.0291139822522351
"9",0.416278358,0.319036699,0.313583157,0.308495721,0.262536329
"10",0.303443897,0.228139866,0.219456971,0.215209658,0.211121452
"11",0.120831779,0.038408237,0.035994821,0.030266238,0.025727856
"12",0.182192215291013,0.165047281123992,0.158690894610156,0.150868407559779,0.120687986777754
"13",0.22217675,0.217678104,0.212533359,0.207550897,0.183864477
"14",0.387120656,0.361253354,0.359339566,0.357060212,0.356530377
"15",0.130844243858764,0.122411485736049,0.11257186818888,0.0553411348776423,0.0284925748159502
"16",0.207443958,0.201714844,0.196149026,0.159399725,0.097062938
"17",0.24518139,0.085746684,0.078995027,0.072216446,0.067301677
"18",-0.078148723,-0.064942588,-0.062943097,-0.060288131,-0.056442566
"19",-0.318892841,-0.314445822,-0.271721666,-0.260159957,-0.246503731
"20",0.0740232442882617,0.0679459499760642,0.0618765212358126,0.0531161936565808,0.0319329058024195
"21",0.168712795,0.029520974,0.027135418,0.024973056,0.020987684
"22",0.090979458,0.0855931,0.077948733,0.076948246,0.057217558
"23",-0.064019958,-0.039310588,-0.03137061,-0.026924066,-0.02027964
"24",0.284905744480908,0.250901934147426,0.242012656339972,0.239274864055961,0.235886820885968
"25",0.19664121445612,0.190118400595403,0.185110214071703,0.0110419056271594,0.00110709824925821
"26",-0.175951517,-0.143782732,-0.132557326,-0.121563426,-0.113492701
"27",-0.234817424,-0.101412018,-0.097678738,-0.095780827,-0.08971891
"28",0.275372631878833,0.242396259192978,0.235249167676355,0.233225825593916,0.232742395856603
"29",0.525407778,0.088661898,0.08379949,0.078898943,0.069119957
"30",-0.167648264,-0.151030791,-0.145290808,-0.138412936,-0.133784573
"31",-0.261929151,-0.105347321,-0.104321071,-0.093655429,-0.082507079
"32",0.22606221,0.221634149,0.215020211,0.200476183,0.09760724
"33",0.317013940174918,0.313145970594755,0.309390958772973,0.303422009843353,0.200010623043576
"34",-0.180048835466264,-0.153883907923479,-0.151938006554796,-0.14589849814201,-0.139734672743898
"35",-0.187948574,-0.099803424,-0.058353421,-0.047033244,-0.036980403
"36",-0.330107564022858,-0.14795639284862,-0.12724701900561,-0.115280395113142,-0.103963758642253
"37",0.160282212965135,0.150908651077703,0.140839165012493,0.0948688954356572,0.0369271436164258
"38",0.418453312519085,0.41426702108671,0.410552785668717,0.404995141017221,0.381500679913416
"39",0.244727842,0.188929365,0.186407291,0.18379911,0.182713341
"40",-0.283087279244076,-0.131309809593408,-0.121369056023702,-0.112917786701425,-0.102306434326442
"41",0.409552004,0.406521787,0.40145533,0.380118061,0.040964672
"42",-0.0875530774241155,-0.0650660586118268,-0.0568793106777759,-0.0506997764829348,-0.0424301467934289
"43",-0.174943743907442,-0.165957957195154,-0.160974641847391,-0.154102712016127,-0.142399283194498
"44",0.368642496,0.363857857,0.359279998,0.347555258,0.346316291
"45",0.254960160781227,0.0519283560229861,0.0435723211905997,0.0361424135644899,0.0355746103309153
"46",0.325139587,0.293449391,0.288168214,0.280654988,0.261251323
"47",0.306847272034887,0.30400489079865,0.298742290024302,0.291749778047441,0.131712738549461
"48",0.385264598,0.380818945,0.375453441,0.338577777,0.1853415
"49",0.562418952,0.431118239,0.427237146,0.420708654,0.403073297
"50",-0.159342559,-0.157851381,-0.150054472,-0.143978474,-0.042221113
"51",-0.128605219519027,-0.127198345699747,-0.116266843567043,-0.105006434942581,-0.0978005942805062
"52",0.214791803,0.094994152,0.089703464,0.08323777,0.067465181
"53",0.075617951,0.064237969,0.059191974,0.056051441,0.048491438
"54",-0.188029169002647,-0.127446258043856,-0.127281246457409,-0.120955468775273,-0.116720579964128
"55",0.525450765320885,0.088868628902738,0.0838147182189005,0.0789600213836397,0.0692117421465346
"56",0.31102707,0.131811817,0.128437884,0.123693478,0.120201031
"57",0.519561531,0.355563627,0.341388738,0.337912724,0.335293362
"58",0.094303139,0.089199932,0.081039703,0.054135086,0.048401914
"59",0.207376940243657,0.202953689639808,0.199629516195802,0.196377960089035,0.182338852992968
"60",0.248642859724658,0.151554208713447,0.144346276934948,0.140251271438453,0.13706991172885
"61",0.528054796377535,0.525253050391484,0.524338717550935,0.519489645048443,0.335418494740871
"62",0.256330032183495,0.25282875133048,0.24727370830114,0.240115052466295,0.0401903599681721
"63",0.327337852969376,0.32430202778634,0.318928955449412,0.302397020449653,0.113160887235753
"64",0.173737507438965,0.0712700385068143,0.0653526303895077,0.0583839111229005,0.0300621227986144
"65",0.18726079163549,0.18013804371808,0.174002340755275,0.17226120934452,0.169014175608819
"66",0.214923777801871,0.212863010507453,0.206958827795492,0.198136818621901,0.17885827051428
"67",0.247326796934657,0.185423374233905,0.177419100354603,0.173640088750951,0.162342797516898
"68",0.368478385717576,0.358557527321261,0.352183659261887,0.348848933195033,0.327429356362181
"69",-0.144662499,-0.096138276,-0.042552074,-0.032435232,-0.02705335
"70",0.323182297407449,0.319866469440498,0.318812173060556,0.318538049017157,0.139037869802296
"71",0.426700052,0.422638953,0.414283836,0.37051469,0.311118246
"72",-0.091635636,-0.06188058,-0.053000847,-0.045717823,-0.032444016
"73",0.147092014,0.04558392,0.039955395,0.035716292,0.02596452
"74",-0.018609861,-0.013172844,-0.011425414,-0.008527736,-0.004486139
"75",0.374155513,0.371069015,0.365351617,0.352008622,0.022014224
"76",-0.160773359,-0.133644479,-0.072650114,-0.059592062,-0.04889819
"77",-0.103818010025741,-0.0827145877284256,-0.0580033354539076,-0.419247873357261,-0.0430010219549573
"78",0.299804806,0.295443877,0.288670164,0.275802289,0.072405347
"79",-0.214634076505666,-0.123381428908645,-0.0569556089864191,-0.0431425189375879,-0.0323656779356542
"80",0.466346653,0.462338255,0.458690897,0.450993246,0.188696811
"81",-0.188045113,-0.127603198,-0.127511221,-0.121170019,-0.116968458
